p = 824258220776943547152055/1208925819614631881591232
p_float = 0.681810420
gap = -0.000018
tau_decl = 1/10000
worst_dev = 9.0000e-05
support = 257
K = 2^60
enclosures: integer (lo, hi) per row j=1..256

(163714957417100365473, 163714957417100365475),
(164867878921711695110, 164867878921711695112),
(166020800426316517584, 166020800426316517586),
(167173721930928188585, 167173721930928188587),
(168326643435542108818, 168326643435542108820),
(169479564940146178238, 169479564940146178240),
(170632486444744672929, 170632486444744672931),
(171785407949355347646, 171785407949355347648),
(172938329453959307688, 172938329453959307690),
(174091250958565449918, 174091250958565449920),
(175244172463186773197, 175244172463186773199),
(176397093967784768650, 176397093967784768652),
(177550015472381282489, 177550015472381282491),
(178702936976997998129, 178702936976997998131),
(179855858481607045108, 179855858481607045110),
(181008779986208241792, 181008779986208241794),
(182161701490820355327, 182161701490820355329),
(183314622995429274374, 183314622995429274376),
(184467544500023807850, 184467544500023807852),
(185620466004639785461, 185620466004639785463),
(186773387509254327405, 186773387509254327407),
(187926309013851370112, 187926309013851370114),
(189079230518455946278, 189079230518455946280),
(190232152023059385458, 190232152023059385460),
(191385073527661323337, 191385073527661323339),
(192537995032275054157, 192537995032275054159),
(193690916536893424127, 193690916536893424129),
(194843838041491206337, 194843838041491206339),
(195996759546100371422, 195996759546100371424),
(197149681050706801677, 197149681050706801679),
(198302602555311691023, 198302602555311691025),
(199455524059918359910, 199455524059918359912),
(200608445564532289790, 200608445564532289792),
(201761367069131855432, 201761367069131855434),
(202914288573741973521, 202914288573741973523),
(204067210078350037177, 204067210078350037179),
(205220131582953520560, 205220131582953520562),
(206373053087558960752, 206373053087558960754),
(207525974592166719967, 207525974592166719969),
(208678896096773922635, 208678896096773922637),
(209831817601383333161, 209831817601383333163),
(210984739105985279146, 210984739105985279148),
(212137660610592895190, 212137660610592895192),
(213290582115200143139, 213290582115200143141),
(214443503619800581245, 214443503619800581247),
(215596425124417175001, 215596425124417175003),
(216749346629016322686, 216749346629016322688),
(217902268133627559520, 217902268133627559522),
(219055189638236176900, 219055189638236176902),
(220208111142844090523, 220208111142844090525),
(221361032647453615592, 221361032647453615594),
(222513954152060219543, 222513954152060219545),
(223666875656665185117, 223666875656665185119),
(224819797161271011913, 224819797161271011915),
(225972718665875499331, 225972718665875499333),
(227125640170481909995, 227125640170481909997),
(228278561675089053798, 228278561675089053800),
(229431483179693706779, 229431483179693706781),
(230584404684309132177, 230584404684309132179),
(231737326188910550493, 231737326188910550495),
(232890247693519828148, 232890247693519828150),
(234043169198121779472, 234043169198121779474),
(235196090702736279461, 235196090702736279463),
(236349012207339921493, 236349012207339921495),
(237501933711946091310, 237501933711946091312),
(238654855216552181618, 238654855216552181620),
(239807776721166968200, 239807776721166968202),
(240960698225769386806, 240960698225769386808),
(242113619730367557554, 242113619730367557556),
(243266541234979100816, 243266541234979100818),
(244419462739593038578, 244419462739593038580),
(245572384244201342303, 245572384244201342305),
(246725305748793449403, 246725305748793449405),
(247878227253404902955, 247878227253404902957),
(249031148758016594390, 249031148758016594392),
(250184070262622522246, 250184070262622522248),
(251336991767233154013, 251336991767233154015),
(252489913271834226099, 252489913271834226101),
(253642834776441287718, 253642834776441287720),
(254795756281045320707, 254795756281045320709),
(255948677785649096849, 255948677785649096851),
(257101599290264393395, 257101599290264393397),
(258254520794869729033, 258254520794869729035),
(259407442299476309255, 259407442299476309257),
(260560363804085533105, 260560363804085533107),
(261713285308688663719, 261713285308688663721),
(262866206813296802866, 262866206813296802868),
(264019128317900197707, 264019128317900197709),
(265172049822513034715, 265172049822513034717),
(266324971327114409343, 266324971327114409345),
(267477892831726553718, 267477892831726553720),
(268630814336332211841, 268630814336332211843),
(269783735841229102017, 269783735841229102019),
(270936657345413408147, 270936657345413408149),
(272089578850150518360, 272089578850150518362),
(273242500354670029533, 273242500354670029535),
(274395421859365893576, 274395421859365893578),
(275548343363970393386, 275548343363970393388),
(276701264868579620836, 276701264868579620838),
(277854186373184729571, 277854186373184729573),
(279007107877789757850, 279007107877789757852),
(280160029382401527271, 280160029382401527273),
(281312950887007059670, 281312950887007059672),
(282465872391611003170, 282465872391611003172),
(283618793896218481677, 283618793896218481679),
(284771715400821785137, 284771715400821785139),
(285924636905429035180, 285924636905429035182),
(287077558410009988083, 287077558410009988085),
(288230479914651200871, 288230479914651200873),
(289383401419250469660, 289383401419250469662),
(290536322923856755657, 290536322923856755659),
(291689244428473241061, 291689244428473241063),
(292842165933071470766, 292842165933071470768),
(293995087437677868227, 293995087437677868229),
(62403542349758975483402, 62403542349758975483404),

support configurations:
w=7187359342139822080/18889465931478623149863 [cg] doubles=37 n=219
  xk(2^-20 units)=[614, 265243, 531789, 802960, 1293306, 1571479, 1836428, 2102931, 2370460, 2642982, 3115061, 3396864, 3673052, 3938291, 4205751, 4478208, 4949944, 5231726, 5507892, 5773106, 6040595, 6313012, 6784991, 7066750, 7342928, 7608116, 7875602, 8148050, 8619979, 8901724, 9177905, 9443129, 9710621, 9983114, 10454975, 10736760, 11012937, 11278138, 11545654, 11818131, 12290013, 12571784, 12847962, 13113172, 13380701, 13653158, 14125037, 14406794, 14683007, 14948215, 15215773, 15488279, 15960095, 16241881, 16518076, 16783268, 17050800, 17323308, 17795205, 18077015, 18353192, 18618364, 18885910, 19158377, 19630171, 19911972, 20188211, 20453398, 20721009, 20993556, 21465789, 21747688, 22024132, 22289876, 22561492, 23053346, 23331905, 23597733, 23865591, 24138218, 24610970, 24892800, 25169033, 25434233, 25701813, 25974239, 26446167, 26727948, 27004128, 27269320, 27536844, 27809264, 28281350, 28563148, 28839293, 29104479, 29372005, 29644379, 30116392, 30398179, 30674321, 30939491, 31207036, 31479405, 31951445, 32233197, 32509354, 32774543, 33042084, 33314477, 33786502, 34068290, 34344437, 34609611, 34877186, 35149613, 35621591, 35903378, 36179500, 36444648, 36712199, 36984599, 37456602, 37738355, 38014498, 38279648, 38547214, 38819653, 39291595, 39573360, 39849501, 40114663, 40382210, 40654665, 41126610, 41408405, 41684547, 41949727, 42217297, 42489749, 42961538, 43243339, 43519552, 43784744, 44052360, 44324934, 44798105, 45080098, 45356949, 45623518, 45896182, 46368754, 46650523, 46926729, 47191877, 47459385, 47731889, 48203590, 48485406, 48761603, 49026783, 49294298, 49566769, 50038464, 50320298, 50596494, 50861657, 51129184, 51401659, 51873373, 52155178, 52431379, 52696561, 52964074, 53236560, 53708285, 53990075, 54266265, 54531477, 54798969, 55071412, 55543162, 55824971, 56101157, 56366347, 56633848, 56906309, 57378057, 57659863, 57936035, 58201239, 58468745, 58741180, 59212968, 59494738, 59770915, 60036146, 60303625, 60576066, 61047795, 61329590, 61605767, 61871016, 62138520, 62410948, 62882722, 63164524, 63440716, 63705948, 63973464, 64245894, 64717632, 64999402, 65275588, 65540822, 65808314, 66080777, 66551973, 66833610]
  m=[1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2]
w=2606208845645046784/6296488643826207716621 [cg] doubles=45 n=211
  xk(2^-20 units)=[9893, 277872, 551322, 1022925, 1296388, 1564469, 1829944, 2106292, 2388149, 2860925, 3133539, 3401025, 3667292, 3931991, 4209904, 4702878, 4986250, 5494773, 5772822, 6038374, 6306391, 6579873, 7052621, 7326167, 7594331, 7860967, 8125983, 8404012, 8896543, 9179802, 9687281, 9964829, 10229369, 10495736, 10763662, 11037070, 11509256, 11782775, 12050870, 12317533, 12582473, 12860449, 13352975, 13636179, 14143726, 14421323, 14685986, 14952382, 15220413, 15493818, 15965226, 16238701, 16506734, 16772178, 17050146, 17557477, 17835988, 18102913, 18376271, 18848304, 19121769, 19389842, 19656315, 19922009, 20186448, 20464200, 20956268, 21239523, 21747827, 22025846, 22291384, 22559501, 22832973, 23305604, 23578971, 23845908, 24124384, 24631759, 24909703, 25175201, 25443207, 25716664, 26188806, 26462327, 26730520, 26997256, 27262341, 27540455, 28034043, 28317522, 28826811, 29105611, 29372790, 29646359, 30120345, 30393839, 30661925, 30928557, 31193513, 31471497, 31964263, 32247552, 32755182, 33032775, 33297332, 33563728, 33831680, 34105052, 34577063, 34850539, 35118660, 35384099, 35660428, 35942274, 36415351, 36688022, 36955766, 37221320, 37499619, 37994202, 38277713, 38787342, 39066338, 39336729, 39828121, 40106016, 40370522, 40636161, 40902389, 41169959, 41442717, 41916190, 42198312, 42475606, 42745991, 43238310, 43516648, 43781984, 44048826, 44317048, 44590639, 45062331, 45335928, 45604201, 45870992, 46136184, 46414341, 46908235, 47190058, 47472668, 47947990, 48220741, 48488453, 48754939, 49019910, 49297984, 49789909, 50060255, 50339096, 50846773, 51125106, 51391556, 51664022, 52137155, 52418857, 52694981, 52960078, 53227575, 53500163, 53972402, 54254236, 54530558, 54796195, 55067633, 55558822, 55836984, 56101926, 56368295, 56635823, 56908389, 57379346, 57661089, 57937026, 58201637, 58468118, 58736127, 59009598, 59480926, 59754492, 60022644, 60289356, 60554407, 60832454, 61325664, 61609062, 62117245, 62395283, 62660789, 62928832, 63202311, 63675404, 63948934, 64217058, 64483680, 64748641, 65026623, 65519365, 65802628, 66310177, 66587753, 66852356]
  m=[1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1]
w=4989098985576826880/18889465931478623149863 [cg] doubles=42 n=214
  xk(2^-20 units)=[67085047, 259264, 541984, 1020383, 1301967, 1578650, 1845097, 2117731, 2590482, 2872258, 3148457, 3413613, 3681223, 3953903, 4427637, 4709633, 4986490, 5253065, 5525815, 6000273, 6282296, 6559135, 6825705, 7098395, 7571660, 7853505, 8129915, 8395603, 8667093, 9158144, 9436397, 9701434, 9967943, 10235630, 10508378, 10982080, 11264172, 11541047, 11807693, 12080495, 12554778, 12836804, 13113611, 13380201, 13652984, 14127361, 14409358, 14686184, 14952703, 15225414, 15698504, 15980295, 16256481, 16521631, 16789254, 17061927, 17535609, 17817684, 18094546, 18361146, 18633965, 19108166, 19390212, 19667039, 19933636, 20206410, 20680711, 20962757, 21239586, 21506123, 21778841, 22251580, 22533367, 22809553, 23074711, 23342348, 23615042, 24088612, 24370640, 24647458, 24913975, 25186718, 25660000, 25941891, 26218281, 26483802, 26751958, 27025498, 27497258, 27770706, 28038792, 28304254, 28580571, 28862314, 29337196, 29608580, 29886277, 30168111, 30645113, 30927155, 31208708, 31702201, 31980285, 32245423, 32512221, 32780381, 33053892, 33526059, 33799465, 34066340, 34344840, 34851496, 35129007, 35393556, 35659986, 35927940, 36201362, 36671852, 36945265, 37213244, 37479624, 37744161, 38021695, 38528185, 38806665, 39073532, 39346875, 39818393, 40091909, 40360001, 40626587, 40892418, 41156978, 41434960, 41924865, 42196081, 42461543, 42739341, 43246438, 43525171, 43795393, 44286403, 44564290, 44828758, 45094366, 45360670, 45628342, 45901227, 46377958, 46661011, 46943724, 47422058, 47703675, 47980324, 48246794, 48519453, 48993083, 49275103, 49551933, 49818546, 50091340, 50566033, 50848031, 51124826, 51391353, 51664022, 52136899, 52418660, 52694862, 52960048, 53227678, 53500369, 53973930, 54255970, 54532830, 54799382, 55072080, 55545494, 55827383, 56103745, 56369231, 56637341, 56910815, 57383213, 57656678, 57923570, 58200367, 58481852, 58956492, 59237877, 59514396, 59780747, 60053349, 60526979, 60808994, 61085850, 61352454, 61625190, 62098318, 62380095, 62656288, 62921469, 63189117, 63461780, 63935488, 64217546, 64494420, 64761059, 65033880, 65508530, 65790617, 66067559, 66334361, 66607373]
  m=[1, 2, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1]
w=7432083553848335360/18889465931478623149863 [cg] doubles=41 n=215
  xk(2^-20 units)=[11378, 517635, 800664, 1292299, 1569997, 1834380, 2100033, 2366432, 2634437, 2907954, 3378065, 3651584, 3919636, 4186167, 4451967, 4717488, 4983114, 5249335, 5516921, 5789542, 6262060, 6544157, 6821455, 7091731, 7582960, 7860847, 8125184, 8390681, 8656703, 8924087, 9196621, 9668602, 9950428, 10226740, 10492289, 10763592, 11253380, 11531276, 11795653, 12061190, 12327329, 12594845, 12867463, 13340668, 13622786, 13900033, 14170276, 14661541, 14939524, 15204129, 15469975, 15736459, 16004507, 16278035, 16747926, 17021393, 17289386, 17555702, 17821260, 18085218, 18360872, 18642419, 19111981, 19384228, 19650351, 19928416, 20434722, 20712182, 20976680, 21242995, 21510912, 21784292, 22253745, 22527230, 22795240, 23061673, 23327225, 23591254, 23866908, 24148437, 24617935, 24890312, 25156573, 25434845, 25941761, 26219652, 26485027, 26752941, 27026313, 27497105, 27770637, 28038741, 28305278, 28571137, 28835722, 29113629, 29603940, 29874040, 30152727, 30659723, 30937604, 31203106, 31471113, 31744590, 32216299, 32489835, 32758020, 33024806, 33290034, 33568376, 34060401, 34332094, 34598313, 34876942, 35369464, 35639897, 35918714, 36426203, 36704138, 36969831, 37241285, 37733052, 38011787, 38278065, 38549827, 39041812, 39320137, 39585423, 39852255, 40120409, 40393961, 40866769, 41140226, 41407289, 41685934, 42194379, 42473371, 42743876, 43236490, 43514889, 43780531, 44048251, 44320954, 44792962, 45074658, 45350580, 45615124, 45881533, 46149502, 46422878, 46893522, 47167172, 47435498, 47702265, 47968505, 48234726, 48501611, 48773036, 49262405, 49540137, 49804212, 50068230, 50345848, 50837114, 51107382, 51386175, 51894009, 52172763, 52443023, 52934077, 53212032, 53476595, 53742432, 54008942, 54277001, 54550465, 55021529, 55294960, 55562940, 55828356, 56106269, 56613229, 56891451, 57157680, 57430041, 57900720, 58182383, 58458326, 58722901, 58989404, 59257446, 59530957, 60000800, 60274217, 60542183, 60808544, 61074034, 61337993, 61613640, 61895178, 62365970, 62638436, 62904892, 63183317, 63692227, 63971803, 64243426, 64719171, 65000978, 65278014, 65548063, 66038890, 66316310, 66579954, 66843377]
  m=[2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1]
w=786041201276531712/6296488643826207716621 [cg] doubles=44 n=212
  xk(2^-20 units)=[9255, 276254, 549649, 1021099, 1294478, 1562506, 1827973, 2105971, 2613613, 2892175, 3159138, 3432519, 3903582, 4177021, 4445061, 4711485, 4977076, 5242343, 5506611, 5784457, 6274116, 6545498, 6812327, 7077372, 7355500, 7846856, 8117000, 8395642, 8902129, 9179600, 9444084, 9710428, 9978348, 10251779, 10722372, 10995988, 11264346, 11531359, 11797790, 12064211, 12331164, 12599498, 12873185, 13343889, 13617464, 13885667, 14151354, 14429533, 14938140, 15217626, 15489081, 15964119, 16246031, 16523194, 16793510, 17285810, 17563554, 17826918, 18104591, 18595922, 18866178, 19144961, 19652879, 19931288, 20197801, 20470391, 20943395, 21225209, 21501521, 21766990, 22035166, 22308713, 22780839, 23054367, 23322505, 23589269, 23854463, 24132753, 24624025, 24895444, 25161080, 25437417, 25719216, 26191695, 26464259, 26731650, 26997659, 27261982, 27539452, 28046717, 28329966, 28822777, 29100783, 29365791, 29632473, 29900628, 30174179, 30646405, 30919946, 31188160, 31454951, 31720189, 31998528, 32490792, 32761231, 33038599, 33320765, 33794970, 34068086, 34336343, 34603656, 34870927, 35139159, 35412211, 35886771, 36168863, 36446069, 36716273, 37207191, 37484649, 37748339, 38011808, 38288775, 38795608, 39078831, 39572135, 39850430, 40116069, 40383978, 40656867, 41132612, 41414966, 41692859, 41964319, 42438949, 42720736, 42997047, 43262471, 43530524, 43804048, 44275331, 44548883, 44816960, 45083545, 45349433, 45614096, 45892177, 46382560, 46654041, 46920957, 47186120, 47464426, 47955591, 48227133, 48494098, 48759264, 49037470, 49529662, 49799997, 50077214, 50359315, 50834308, 51107176, 51375085, 51640882, 51919375, 52411225, 52682754, 52948599, 53226682, 53735263, 54014857, 54286500, 54763527, 55045993, 55327704, 55821948, 56100051, 56365164, 56631883, 56899994, 57173503, 57645509, 57919058, 58187244, 58452886, 58731022, 59239231, 59518643, 59790042, 60263414, 60545132, 60821453, 61086914, 61355062, 61628640, 62100718, 62374020, 62640801, 62919221, 63425920, 63703499, 63968128, 64234586, 64502567, 64775987, 65246718, 65520132, 65788173, 66053715, 66331738, 66839512]
  m=[1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 2, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2]
w=20034734682794414080/18889465931478623149863 [cg] doubles=41 n=215
